customer_id,plan_tier,tenure_months,orders,order_value,revenue,converted
4702,Basic,8,0,75.83,0.0,0
4703,Basic,28,1,70.54,70.54,1
4704,Basic,26,3,101.18,303.55,1
4705,Basic,28,0,75.05,0.0,0
4706,Basic,16,3,116.06,348.19,1
4707,Basic,32,0,104.4,0.0,0
4708,Basic,42,0,94.96,0.0,0
4709,Basic,29,0,119.99,0.0,0
4710,Basic,41,2,72.48,144.96,1
4711,Standard,37,2,123.25,246.5,1
4712,Basic,15,2,47.07,94.15,1
4713,Standard,35,1,106.81,106.81,1
4714,Premium,32,2,139.32,278.64,1
4715,Standard,45,1,142.75,142.75,1
4716,Basic,16,1,113.64,113.64,1
4717,Basic,8,2,84.91,169.82,1
4718,Standard,32,1,177.14,177.14,1
4719,Standard,30,0,98.88,0.0,0
4720,Basic,29,0,67.73,0.0,0
4721,Basic,35,4,79.87,319.46,1
4722,Standard,25,1,129.55,129.55,1
4723,Basic,2,0,107.74,0.0,0
4724,Standard,42,2,139.83,279.65,1
4725,Basic,14,2,83.64,167.29,1
4726,Basic,12,0,111.06,0.0,0
4727,Standard,39,2,107.02,214.04,1
4728,Basic,38,0,144.54,0.0,0
4729,Standard,24,0,146.85,0.0,0
4730,Basic,33,1,52.22,52.22,1
4731,Basic,4,1,80.87,80.87,1
4732,Premium,14,1,161.76,161.76,1
4733,Basic,12,0,129.74,0.0,0
4734,Basic,20,4,72.52,290.07,1
4735,Premium,17,2,101.94,203.88,1
4736,Standard,4,0,145.44,0.0,0
4737,Standard,33,2,48.15,96.29,1
4738,Basic,29,0,83.46,0.0,0
4739,Basic,18,0,105.27,0.0,0
4740,Standard,42,1,110.56,110.56,1
4741,Basic,17,1,116.91,116.91,1
4742,Basic,6,1,97.6,97.6,1
4743,Standard,40,3,97.5,292.49,1
4744,Basic,7,2,94.32,188.65,1
4745,Basic,4,0,122.97,0.0,0
4746,Basic,23,1,94.85,94.85,1
4747,Basic,28,1,100.14,100.14,1
4748,Standard,14,2,131.98,263.97,1
4749,Premium,40,1,163.7,163.7,1
4750,Basic,14,0,59.12,0.0,0
4751,Basic,46,0,97.52,0.0,0
4752,Standard,31,1,156.71,156.71,1
4753,Basic,9,1,101.47,101.47,1
4754,Basic,20,1,65.08,65.08,1
4755,Premium,4,2,209.59,419.19,1
4756,Standard,40,1,144.0,144.0,1
4757,Basic,31,0,112.69,0.0,0
4758,Premium,21,0,217.48,0.0,0
4759,Basic,32,0,95.17,0.0,0
4760,Premium,29,1,167.25,167.25,1
4761,Standard,29,2,115.88,231.75,1
4762,Standard,19,1,145.45,145.45,1
4763,Premium,17,1,158.99,158.99,1
4764,Standard,13,1,98.42,98.42,1
4765,Basic,37,1,103.79,103.79,1
4766,Basic,23,2,97.45,194.91,1
4767,Standard,23,3,157.07,471.22,1
4768,Standard,34,2,143.22,286.43,1
4769,Basic,25,5,79.99,399.97,1
4770,Standard,45,2,159.17,318.34,1
4771,Standard,12,0,128.12,0.0,0
4772,Basic,2,0,103.61,0.0,0
4773,Basic,20,3,83.8,251.39,1
4774,Basic,25,0,100.03,0.0,0
4775,Basic,39,0,80.68,0.0,0
4776,Basic,30,3,50.63,151.88,1
4777,Basic,45,4,124.56,498.23,1
4778,Basic,5,1,74.26,74.26,1
4779,Basic,26,3,80.04,240.11,1
4780,Standard,39,1,105.11,105.11,1
4781,Basic,24,2,124.66,249.33,1
4782,Premium,13,3,212.66,637.97,1
4783,Premium,37,3,218.68,656.04,1
4784,Standard,42,1,145.01,145.01,1
4785,Premium,13,1,223.61,223.61,1
4786,Premium,26,1,202.23,202.23,1
4787,Basic,38,2,94.18,188.36,1
4788,Standard,8,0,158.32,0.0,0
4789,Basic,1,1,67.93,67.93,1
4790,Standard,35,1,98.76,98.76,1
4791,Basic,36,1,102.81,102.81,1
4792,Basic,8,2,96.83,193.67,1
4793,Basic,29,0,84.14,0.0,0
4794,Premium,34,0,288.44,0.0,0
4795,Basic,46,0,68.37,0.0,0
4796,Basic,38,2,91.5,182.99,1
4797,Basic,11,1,95.84,95.84,1
4798,Basic,28,1,82.92,82.92,1
4799,Standard,35,1,104.02,104.02,1
4800,Standard,13,0,113.0,0.0,0
4801,Basic,8,0,120.3,0.0,0
4802,Basic,21,3,83.3,249.9,1
4803,Basic,34,0,97.79,0.0,0
4804,Basic,25,2,79.06,158.13,1
4805,Standard,29,0,138.36,0.0,0
4806,Standard,32,2,147.48,294.97,1
4807,Basic,45,1,86.83,86.83,1
4808,Standard,30,2,137.69,275.38,1
4809,Basic,7,1,87.94,87.94,1
4810,Standard,19,1,121.19,121.19,1
4811,Standard,8,4,131.36,525.43,1
4812,Standard,36,1,127.94,127.94,1
4813,Standard,47,1,125.98,125.98,1
4814,Premium,37,0,133.1,0.0,0
4815,Basic,12,1,66.84,66.84,1
4816,Basic,33,0,57.58,0.0,0
4817,Basic,1,1,63.73,63.73,1
4818,Standard,13,3,131.5,394.51,1
4819,Standard,15,1,111.17,111.17,1
4820,Standard,23,1,104.2,104.2,1
4821,Standard,16,1,165.06,165.06,1
4822,Basic,21,1,112.55,112.55,1
4823,Standard,1,1,80.25,80.25,1
4824,Standard,39,2,98.3,196.6,1
4825,Basic,19,0,72.21,0.0,0
4826,Basic,38,0,91.17,0.0,0
4827,Basic,3,2,65.78,131.57,1
4828,Basic,41,1,77.23,77.23,1
4829,Standard,30,3,130.44,391.32,1
4830,Premium,11,2,186.65,373.31,1
4831,Standard,36,0,87.25,0.0,0
4832,Basic,36,2,91.9,183.81,1
4833,Standard,35,1,123.24,123.24,1
4834,Standard,41,0,125.37,0.0,0
4835,Basic,45,1,63.61,63.61,1
4836,Standard,8,0,144.52,0.0,0
4837,Basic,14,1,80.68,80.68,1
4838,Basic,2,0,68.41,0.0,0
4839,Basic,4,0,91.31,0.0,0
4840,Basic,5,1,102.42,102.42,1
4841,Premium,33,0,215.85,0.0,0
4842,Basic,29,1,114.13,114.13,1
4843,Basic,2,2,78.09,156.19,1
4844,Basic,20,1,59.63,59.63,1
4845,Basic,6,1,83.86,83.86,1
4846,Basic,10,3,36.99,110.97,1
4847,Basic,3,1,74.37,74.37,1
4848,Standard,25,0,111.63,0.0,0
4849,Basic,4,2,80.75,161.5,1
4850,Standard,37,1,132.74,132.74,1
4851,Basic,44,2,89.6,179.2,1
4852,Standard,41,0,131.19,0.0,0
4853,Standard,39,1,127.03,127.03,1
4854,Basic,36,0,62.17,0.0,0
4855,Basic,43,1,101.28,101.28,1
4856,Premium,42,4,170.41,681.65,1
4857,Basic,11,1,94.03,94.03,1
4858,Standard,29,0,131.54,0.0,0
4859,Basic,15,2,75.09,150.17,1
4860,Basic,40,1,77.04,77.04,1
4861,Standard,1,0,120.84,0.0,0
4862,Premium,20,2,172.74,345.48,1
4863,Basic,18,0,122.25,0.0,0
4864,Standard,41,1,120.25,120.25,1
4865,Standard,14,1,90.94,90.94,1
4866,Basic,43,0,129.09,0.0,0
4867,Basic,24,2,96.59,193.17,1
4868,Basic,33,1,89.3,89.3,1
4869,Basic,25,0,118.46,0.0,0
4870,Standard,21,0,127.7,0.0,0
4871,Basic,15,1,88.47,88.47,1
4872,Basic,14,2,60.01,120.03,1
4873,Standard,31,1,62.72,62.72,1
4874,Standard,16,1,150.51,150.51,1
4875,Standard,41,1,127.48,127.48,1
4876,Standard,7,1,114.97,114.97,1
4877,Basic,11,2,87.35,174.71,1
4878,Standard,3,1,127.66,127.66,1
4879,Basic,41,0,101.9,0.0,0
4880,Basic,20,0,75.42,0.0,0
4881,Basic,2,2,93.62,187.23,1
4882,Standard,3,1,133.16,133.16,1
4883,Standard,44,1,107.47,107.47,1
4884,Basic,42,2,48.27,96.54,1
4885,Premium,14,2,161.2,322.41,1
4886,Standard,31,0,87.41,0.0,0
4887,Basic,12,0,112.22,0.0,0
4888,Standard,40,1,95.94,95.94,1
4889,Basic,34,1,71.31,71.31,1
4890,Premium,21,0,166.07,0.0,0
4891,Basic,44,2,105.66,211.32,1
4892,Basic,11,1,106.48,106.48,1
4893,Basic,47,2,74.9,149.81,1
4894,Basic,14,1,81.55,81.55,1
4895,Standard,42,0,115.6,0.0,0
4896,Basic,41,0,116.08,0.0,0
4897,Basic,27,0,51.52,0.0,0
4898,Standard,6,2,84.5,169.0,1
4899,Premium,36,0,289.24,0.0,0
4900,Standard,33,0,149.44,0.0,0
4901,Basic,41,2,62.06,124.11,1
4902,Basic,11,2,148.79,297.59,1
4903,Basic,12,2,101.96,203.93,1
4904,Premium,17,2,196.53,393.05,1
4905,Standard,18,3,156.94,470.82,1
4906,Standard,1,1,98.15,98.15,1
4907,Premium,8,3,172.58,517.73,1
4908,Basic,23,2,91.44,182.87,1
4909,Standard,46,2,132.62,265.24,1
4910,Basic,7,1,96.33,96.33,1
4911,Basic,12,2,93.85,187.69,1
4912,Basic,41,0,82.57,0.0,0
4913,Basic,2,3,96.62,289.85,1
4914,Premium,5,2,202.76,405.52,1
4915,Basic,42,0,89.81,0.0,0
4916,Standard,12,2,113.37,226.75,1
4917,Standard,15,2,107.02,214.03,1
4918,Standard,1,0,83.4,0.0,0
4919,Premium,20,1,248.95,248.95,1
4920,Basic,47,0,104.06,0.0,0
4921,Basic,47,2,108.88,217.76,1
4922,Basic,31,0,68.27,0.0,0
4923,Basic,32,4,80.63,322.51,1
4924,Premium,31,2,189.19,378.39,1
4925,Basic,33,2,96.7,193.4,1
4926,Basic,25,2,75.57,151.15,1
4927,Basic,10,0,122.51,0.0,0
4928,Basic,41,2,106.5,213.0,1
4929,Standard,42,1,124.53,124.53,1
4930,Basic,7,4,95.68,382.74,1
4931,Standard,5,3,114.48,343.43,1
4932,Standard,38,2,102.96,205.93,1
4933,Standard,3,1,59.73,59.73,1
4934,Basic,38,1,106.43,106.43,1
4935,Standard,47,3,121.46,364.39,1
4936,Basic,2,3,112.19,336.57,1
4937,Basic,38,3,100.91,302.72,1
4938,Standard,7,1,119.29,119.29,1
4939,Standard,14,2,122.26,244.51,1
4940,Basic,26,0,76.21,0.0,0
4941,Premium,32,1,144.2,144.2,1
4942,Basic,5,1,71.44,71.44,1
4943,Standard,6,1,95.99,95.99,1
4944,Premium,14,2,184.24,368.47,1
4945,Standard,33,4,139.57,558.3,1
4946,Standard,19,3,137.12,411.35,1
4947,Standard,13,0,82.04,0.0,0
4948,Standard,8,3,141.51,424.52,1
4949,Standard,46,2,123.54,247.08,1
4950,Standard,34,0,137.51,0.0,0
4951,Basic,47,1,99.65,99.65,1
4952,Standard,24,0,78.14,0.0,0
4953,Basic,39,1,93.72,93.72,1
4954,Premium,31,2,250.86,501.71,1
4955,Basic,25,0,67.75,0.0,0
4956,Basic,23,1,72.67,72.67,1
4957,Premium,24,1,112.43,112.43,1
4958,Basic,20,1,81.55,81.55,1
4959,Basic,31,2,62.4,124.81,1
4960,Standard,24,2,98.49,196.97,1
4961,Basic,46,1,94.62,94.62,1
4962,Basic,43,0,105.29,0.0,0
4963,Basic,22,1,53.62,53.62,1
4964,Basic,19,1,81.38,81.38,1
4965,Basic,36,1,85.63,85.63,1
4966,Basic,31,2,87.56,175.13,1
4967,Basic,11,1,104.99,104.99,1
4968,Basic,40,0,105.04,0.0,0
4969,Basic,33,0,106.61,0.0,0
4970,Standard,30,2,126.07,252.14,1
4971,Standard,37,2,113.72,227.44,1
4972,Basic,11,0,80.45,0.0,0
4973,Basic,38,1,101.32,101.32,1
4974,Premium,6,3,158.31,474.93,1
4975,Standard,38,1,99.11,99.11,1
4976,Basic,28,0,99.35,0.0,0
4977,Basic,28,2,104.02,208.04,1
4978,Basic,35,3,90.03,270.09,1
4979,Standard,15,0,135.87,0.0,0
4980,Premium,37,0,181.29,0.0,0
4981,Premium,2,1,186.05,186.05,1
4982,Basic,33,0,96.88,0.0,0
4983,Basic,38,1,75.29,75.29,1
4984,Basic,1,0,103.47,0.0,0
4985,Basic,33,2,85.47,170.94,1
4986,Basic,37,1,86.67,86.67,1
4987,Standard,25,2,122.2,244.41,1
4988,Basic,29,1,105.58,105.58,1
4989,Premium,3,1,103.77,103.77,1
4990,Basic,47,0,66.23,0.0,0
4991,Basic,46,0,109.25,0.0,0
4992,Premium,36,3,211.54,634.63,1
4993,Standard,1,2,108.99,217.97,1
4994,Basic,21,0,91.28,0.0,0
4995,Standard,39,2,134.93,269.85,1
4996,Basic,32,0,119.12,0.0,0
4997,Basic,43,1,82.13,82.13,1
4998,Basic,29,2,114.7,229.39,1
4999,Basic,34,2,100.65,201.29,1
5000,Standard,16,1,96.91,96.91,1
5001,Basic,39,1,78.61,78.61,1
5002,Standard,26,1,150.24,150.24,1
5003,Standard,38,3,155.36,466.09,1
5004,Basic,10,1,89.08,89.08,1
5005,Basic,13,2,110.63,221.26,1
5006,Basic,5,1,96.64,96.64,1
5007,Standard,32,0,118.33,0.0,0
5008,Standard,35,0,124.74,0.0,0
5009,Standard,14,0,85.14,0.0,0
5010,Basic,19,1,84.92,84.92,1
5011,Basic,27,0,80.14,0.0,0
5012,Standard,36,0,145.05,0.0,0
5013,Basic,15,4,94.67,378.69,1
5014,Standard,23,0,114.08,0.0,0
5015,Basic,9,2,110.87,221.75,1
5016,Basic,39,1,61.66,61.66,1
5017,Standard,42,0,96.16,0.0,0
5018,Basic,35,2,113.7,227.4,1
5019,Standard,39,3,136.04,408.13,1
5020,Basic,36,3,60.3,180.91,1
5021,Premium,40,1,200.72,200.72,1
5022,Standard,21,3,88.33,264.98,1
5023,Premium,10,1,174.96,174.96,1
5024,Standard,46,2,131.44,262.89,1
5025,Standard,1,1,119.15,119.15,1
5026,Standard,20,1,118.28,118.28,1
5027,Basic,35,0,74.56,0.0,0
5028,Basic,38,0,111.63,0.0,0
5029,Standard,33,2,132.42,264.83,1
5030,Basic,24,1,74.9,74.9,1
5031,Basic,44,0,92.29,0.0,0
5032,Premium,12,0,179.61,0.0,0
5033,Basic,7,1,79.73,79.73,1
5034,Standard,30,0,123.61,0.0,0
5035,Standard,16,4,161.8,647.21,1
5036,Basic,23,1,73.74,73.74,1
5037,Premium,22,0,214.49,0.0,0
5038,Basic,13,1,106.04,106.04,1
5039,Premium,47,3,211.52,634.57,1
5040,Standard,18,1,142.82,142.82,1
5041,Basic,32,1,88.71,88.71,1
5042,Basic,8,0,99.21,0.0,0
5043,Basic,47,0,92.3,0.0,0
5044,Basic,47,1,65.94,65.94,1
5045,Basic,4,3,70.48,211.45,1
5046,Premium,31,3,234.19,702.58,1
5047,Basic,28,0,81.39,0.0,0
5048,Standard,9,1,111.88,111.88,1
5049,Basic,37,3,104.35,313.05,1
5050,Premium,36,1,187.08,187.08,1
5051,Basic,40,2,103.32,206.65,1
5052,Basic,29,1,88.0,88.0,1
5053,Standard,34,3,94.25,282.75,1
5054,Basic,34,2,109.06,218.13,1
5055,Standard,37,1,99.41,99.41,1
5056,Basic,28,1,113.65,113.65,1
5057,Standard,35,0,134.32,0.0,0
5058,Standard,3,2,106.95,213.9,1
5059,Standard,30,3,134.86,404.58,1
5060,Basic,10,1,81.29,81.29,1
5061,Basic,20,0,75.67,0.0,0
5062,Basic,37,2,93.97,187.94,1
5063,Basic,6,1,104.59,104.59,1
5064,Basic,36,0,95.2,0.0,0
5065,Premium,13,0,162.53,0.0,0
5066,Standard,36,1,86.31,86.31,1
5067,Standard,37,1,115.6,115.6,1
5068,Basic,1,3,69.47,208.41,1
5069,Basic,11,2,88.15,176.3,1
5070,Standard,38,0,119.14,0.0,0
5071,Basic,17,1,103.35,103.35,1
5072,Basic,21,1,102.11,102.11,1
5073,Basic,1,0,108.42,0.0,0
5074,Standard,33,1,119.56,119.56,1
5075,Premium,5,1,175.93,175.93,1
5076,Basic,13,2,98.23,196.47,1
5077,Basic,23,1,97.94,97.94,1
5078,Basic,37,0,97.11,0.0,0
5079,Basic,24,2,125.81,251.62,1
5080,Standard,47,0,136.62,0.0,0
5081,Basic,25,5,112.19,560.95,1
5082,Standard,12,2,92.9,185.8,1
5083,Basic,9,1,71.74,71.74,1
5084,Basic,37,0,75.48,0.0,0
5085,Premium,22,2,192.61,385.21,1
5086,Basic,29,0,87.32,0.0,0
5087,Standard,18,1,126.59,126.59,1
5088,Basic,13,1,120.99,120.99,1
5089,Premium,29,2,188.41,376.83,1
5090,Basic,14,1,99.08,99.08,1
5091,Basic,47,0,91.44,0.0,0
5092,Standard,35,2,147.06,294.11,1
5093,Basic,39,0,101.95,0.0,0
5094,Basic,14,3,89.06,267.18,1
5095,Premium,2,1,230.45,230.45,1
5096,Standard,3,0,135.26,0.0,0
5097,Standard,41,2,141.59,283.19,1
5098,Standard,42,1,121.11,121.11,1
5099,Standard,32,3,136.62,409.86,1
5100,Premium,28,3,182.91,548.74,1
5101,Standard,10,3,94.57,283.72,1
5102,Basic,36,3,81.41,244.22,1
5103,Basic,25,2,101.48,202.96,1
5104,Standard,29,1,133.35,133.35,1
5105,Standard,2,0,102.84,0.0,0
5106,Basic,25,1,115.8,115.8,1
5107,Basic,33,0,71.37,0.0,0
5108,Basic,37,3,93.09,279.27,1
5109,Standard,7,1,109.66,109.66,1
5110,Standard,2,0,124.88,0.0,0
5111,Basic,41,0,66.54,0.0,0
5112,Standard,15,1,78.33,78.33,1
5113,Standard,23,0,104.78,0.0,0
5114,Premium,30,2,219.17,438.33,1
5115,Basic,24,2,93.52,187.03,1
5116,Premium,45,2,137.81,275.62,1
5117,Standard,40,1,144.2,144.2,1
5118,Standard,19,0,125.53,0.0,0
5119,Basic,9,1,104.13,104.13,1
5120,Standard,46,2,111.55,223.09,1
5121,Standard,34,1,75.19,75.19,1
5122,Basic,36,1,117.89,117.89,1
5123,Basic,22,0,86.79,0.0,0
5124,Standard,23,2,144.71,289.42,1
5125,Standard,9,0,110.39,0.0,0
5126,Basic,21,1,91.74,91.74,1
5127,Basic,26,1,59.5,59.5,1
5128,Basic,7,0,74.48,0.0,0
5129,Premium,30,0,251.29,0.0,0
5130,Premium,29,1,226.92,226.92,1
5131,Basic,40,1,112.21,112.21,1
5132,Basic,3,0,99.12,0.0,0
5133,Basic,11,0,94.71,0.0,0
5134,Basic,21,2,107.9,215.8,1
5135,Premium,42,3,228.59,685.78,1
5136,Standard,12,1,127.55,127.55,1
5137,Basic,46,1,91.8,91.8,1
5138,Basic,45,1,107.96,107.96,1
5139,Basic,5,2,70.57,141.14,1
5140,Standard,18,0,112.49,0.0,0
5141,Standard,13,2,85.13,170.26,1
5142,Standard,23,0,96.21,0.0,0
5143,Basic,44,1,93.94,93.94,1
5144,Premium,18,1,222.98,222.98,1
5145,Basic,32,2,124.22,248.45,1
5146,Standard,7,1,117.19,117.19,1
5147,Premium,27,1,175.86,175.86,1
5148,Basic,17,3,88.62,265.85,1
5149,Premium,44,0,201.68,0.0,0
5150,Basic,37,2,123.79,247.59,1
5151,Standard,11,2,120.21,240.42,1
5152,Basic,30,2,69.48,138.97,1
5153,Basic,17,0,97.24,0.0,0
5154,Basic,21,1,91.59,91.59,1
5155,Basic,22,2,89.29,178.59,1
5156,Basic,39,1,84.99,84.99,1
5157,Basic,14,3,128.83,386.49,1
5158,Standard,1,0,107.38,0.0,0
5159,Basic,10,1,61.22,61.22,1
5160,Basic,39,1,78.76,78.76,1
5161,Premium,14,1,172.4,172.4,1
5162,Premium,3,0,141.37,0.0,0
5163,Basic,19,2,86.46,172.92,1
5164,Basic,41,2,120.25,240.5,1
5165,Standard,42,1,88.23,88.23,1
5166,Standard,45,0,85.36,0.0,0
5167,Basic,33,0,103.98,0.0,0
5168,Standard,39,1,114.98,114.98,1
5169,Basic,37,0,82.84,0.0,0
5170,Basic,1,0,110.25,0.0,0
5171,Standard,20,1,106.14,106.14,1
5172,Standard,25,2,80.86,161.72,1
5173,Standard,22,4,140.02,560.07,1
5174,Basic,39,2,88.86,177.72,1
5175,Basic,47,2,87.86,175.72,1
5176,Basic,26,1,53.45,53.45,1
5177,Basic,5,1,71.24,71.24,1
5178,Basic,17,2,86.27,172.54,1
5179,Standard,10,2,93.39,186.77,1
5180,Standard,23,1,143.89,143.89,1
5181,Standard,12,0,118.39,0.0,0
5182,Basic,4,1,85.5,85.5,1
5183,Basic,9,1,108.27,108.27,1
5184,Standard,24,0,105.42,0.0,0
5185,Basic,7,1,97.23,97.23,1
5186,Premium,2,1,192.03,192.03,1
5187,Basic,14,2,105.74,211.48,1
5188,Standard,31,1,130.95,130.95,1
5189,Premium,30,3,217.07,651.21,1
5190,Standard,19,0,107.27,0.0,0
5191,Standard,32,1,106.01,106.01,1
5192,Standard,9,0,117.75,0.0,0
5193,Basic,34,0,101.64,0.0,0
5194,Standard,1,0,129.53,0.0,0
5195,Premium,7,0,223.18,0.0,0
5196,Premium,44,0,158.4,0.0,0
5197,Basic,22,3,65.07,195.21,1
5198,Basic,27,1,81.04,81.04,1
5199,Standard,19,1,103.76,103.76,1
5200,Standard,31,0,96.46,0.0,0
5201,Basic,36,0,86.09,0.0,0
5202,Basic,37,1,66.07,66.07,1
5203,Basic,12,1,79.58,79.58,1
5204,Basic,30,0,71.89,0.0,0
5205,Basic,37,2,68.12,136.23,1
5206,Basic,20,1,66.94,66.94,1
5207,Basic,18,0,71.63,0.0,0
5208,Premium,30,0,212.62,0.0,0
5209,Basic,27,0,84.7,0.0,0
5210,Basic,12,0,92.08,0.0,0
5211,Basic,46,2,86.16,172.32,1
5212,Basic,27,0,101.92,0.0,0
5213,Premium,27,1,212.06,212.06,1
5214,Premium,10,1,213.22,213.22,1
5215,Basic,32,2,86.51,173.03,1
5216,Basic,44,0,89.32,0.0,0
5217,Basic,35,0,67.88,0.0,0
5218,Basic,24,0,76.83,0.0,0
5219,Basic,30,2,103.78,207.56,1
5220,Basic,11,0,79.63,0.0,0
5221,Basic,3,0,85.21,0.0,0
5222,Standard,31,1,134.92,134.92,1
5223,Basic,9,2,94.4,188.81,1
5224,Basic,5,1,90.08,90.08,1
5225,Basic,37,2,85.35,170.71,1
5226,Basic,21,1,105.12,105.12,1
5227,Basic,41,0,77.5,0.0,0
5228,Basic,41,0,95.88,0.0,0
5229,Basic,6,1,84.65,84.65,1
5230,Basic,37,3,99.98,299.93,1
5231,Standard,16,3,135.47,406.4,1
5232,Premium,34,2,196.18,392.37,1
5233,Basic,3,0,109.57,0.0,0
5234,Basic,23,0,102.86,0.0,0
5235,Standard,30,4,112.62,450.46,1
5236,Standard,22,1,125.23,125.23,1
5237,Basic,26,1,94.72,94.72,1
5238,Basic,1,0,107.69,0.0,0
5239,Basic,1,4,62.55,250.2,1
5240,Standard,29,2,146.66,293.31,1
5241,Basic,20,0,60.76,0.0,0
5242,Basic,28,1,98.21,98.21,1
5243,Basic,17,1,98.08,98.08,1
5244,Basic,1,1,86.17,86.17,1
5245,Basic,33,0,100.86,0.0,0
5246,Standard,7,2,90.28,180.56,1
5247,Standard,37,2,100.05,200.11,1
5248,Basic,1,1,70.13,70.13,1
5249,Basic,44,1,77.57,77.57,1
5250,Standard,12,2,145.77,291.54,1
5251,Basic,42,1,112.96,112.96,1
5252,Basic,1,0,88.2,0.0,0
5253,Basic,22,4,93.38,373.52,1
5254,Standard,20,3,167.64,502.91,1
5255,Standard,8,1,109.54,109.54,1
5256,Premium,23,0,164.96,0.0,0
5257,Standard,11,1,142.73,142.73,1
5258,Basic,21,1,80.11,80.11,1
5259,Basic,18,4,71.83,287.3,1
5260,Basic,10,0,106.24,0.0,0
5261,Standard,38,1,153.86,153.86,1
5262,Standard,25,0,107.63,0.0,0
5263,Basic,40,1,89.34,89.34,1
5264,Premium,39,2,227.42,454.83,1
5265,Basic,13,1,75.76,75.76,1
5266,Basic,14,1,107.54,107.54,1
5267,Basic,45,1,117.14,117.14,1
5268,Premium,15,0,142.61,0.0,0
5269,Premium,5,1,138.34,138.34,1
5270,Basic,26,1,59.75,59.75,1
5271,Premium,46,0,171.25,0.0,0
5272,Premium,11,2,141.65,283.3,1
5273,Standard,30,1,147.11,147.11,1
5274,Premium,16,1,153.46,153.46,1
5275,Basic,19,0,82.39,0.0,0
5276,Standard,22,1,128.99,128.99,1
5277,Standard,7,0,99.37,0.0,0
5278,Standard,19,1,120.18,120.18,1
5279,Basic,13,4,102.1,408.39,1
5280,Standard,39,1,197.42,197.42,1
5281,Premium,11,3,207.11,621.34,1
5282,Basic,40,1,60.34,60.34,1
5283,Premium,1,1,219.59,219.59,1
5284,Basic,19,1,95.74,95.74,1
5285,Basic,13,4,99.36,397.46,1
5286,Basic,22,2,88.14,176.29,1
5287,Standard,37,0,141.96,0.0,0
5288,Standard,45,0,113.71,0.0,0
5289,Basic,35,0,95.73,0.0,0
5290,Standard,24,2,125.07,250.15,1
5291,Basic,25,5,91.97,459.83,1
5292,Basic,47,1,83.86,83.86,1
5293,Premium,47,0,236.66,0.0,0
5294,Standard,36,1,154.42,154.42,1
5295,Standard,8,1,168.32,168.32,1
5296,Standard,13,1,123.26,123.26,1
5297,Premium,13,1,201.13,201.13,1
5298,Basic,11,2,95.43,190.86,1
5299,Basic,46,1,75.22,75.22,1
5300,Basic,8,1,106.63,106.63,1
5301,Standard,41,0,113.4,0.0,0
5302,Standard,38,0,134.87,0.0,0
5303,Standard,25,3,91.26,273.77,1
5304,Basic,15,1,100.69,100.69,1
5305,Basic,13,1,114.17,114.17,1
5306,Standard,32,1,103.94,103.94,1
5307,Premium,32,1,175.05,175.05,1
5308,Basic,26,4,81.53,326.14,1
5309,Basic,27,2,81.55,163.1,1
5310,Basic,39,3,115.6,346.8,1
5311,Basic,36,1,92.8,92.8,1
5312,Basic,36,3,72.64,217.91,1
5313,Basic,14,0,75.41,0.0,0
5314,Standard,3,1,69.83,69.83,1
5315,Basic,22,4,76.39,305.55,1
5316,Basic,16,1,67.26,67.26,1
5317,Basic,16,1,68.1,68.1,1
5318,Premium,25,0,176.8,0.0,0
5319,Basic,44,2,70.47,140.93,1
5320,Basic,38,4,87.73,350.9,1
5321,Basic,32,3,97.46,292.37,1
5322,Standard,34,2,128.31,256.63,1
5323,Premium,20,2,201.89,403.78,1
5324,Basic,26,1,43.03,43.03,1
5325,Basic,21,1,81.13,81.13,1
5326,Basic,38,1,113.98,113.98,1
5327,Standard,47,1,173.4,173.4,1
5328,Premium,21,0,224.35,0.0,0
5329,Basic,34,1,91.1,91.1,1
5330,Basic,3,0,74.39,0.0,0
5331,Standard,19,0,151.26,0.0,0
5332,Standard,41,1,116.14,116.14,1
5333,Basic,33,2,85.35,170.69,1
5334,Basic,25,0,111.54,0.0,0
5335,Basic,11,2,32.2,64.4,1
5336,Standard,38,2,118.24,236.48,1
5337,Standard,46,1,83.13,83.13,1
5338,Standard,19,1,133.82,133.82,1
5339,Standard,39,2,160.45,320.89,1
5340,Basic,28,3,99.26,297.77,1
5341,Basic,19,2,126.94,253.88,1
5342,Basic,16,1,93.91,93.91,1
5343,Premium,24,2,249.74,499.48,1
5344,Standard,20,2,80.25,160.49,1
5345,Basic,30,0,93.94,0.0,0
5346,Basic,7,1,65.17,65.17,1
5347,Standard,23,0,129.58,0.0,0
5348,Standard,35,3,112.01,336.02,1
5349,Standard,40,0,115.06,0.0,0
5350,Basic,14,0,85.99,0.0,0
5351,Premium,29,3,233.97,701.92,1
5352,Standard,15,2,124.83,249.65,1
5353,Standard,38,2,124.7,249.4,1
5354,Standard,17,0,120.41,0.0,0
5355,Premium,32,3,220.72,662.17,1
5356,Premium,21,3,183.22,549.66,1
5357,Standard,13,3,92.37,277.12,1
5358,Basic,28,0,108.01,0.0,0
5359,Basic,30,1,81.74,81.74,1
5360,Standard,33,2,126.99,253.98,1
5361,Standard,38,2,139.08,278.16,1
5362,Basic,32,0,69.94,0.0,0
5363,Basic,41,2,74.68,149.36,1
5364,Premium,20,1,134.76,134.76,1
5365,Premium,24,2,178.06,356.11,1
5366,Premium,23,0,234.32,0.0,0
